"LabCode","SamplingLocation"
"----","H-27, No.3, H-57, No.2, H-18, No.7, H-44, No.6　3ｃ2ｂ, H-21, No.5, H-52, No.4, H-57, No.1, 炭窯１　埋土層, 第3調査区3地点　Ⅳb層　C14-3, 第1調査区5地点泥層中部　C14-5, 第1調査区5地点泥層最下部　C14-6, 第3調査区7地点　Ⅳb層　C14-4, 第3調査区1地点　Ⅲc層最上部付近に倒木していた丸太材　C14-2, 第3調査区1地点　Ⅲc層底部　C14-1, 炭窯２　埋土層, 燃焼室内炭層　14C-4, 灰原SW　14C-5, 焚口畦炭層　14C-6, 燃焼室内炭層　14C-3, 焚口畦炭層　14C-2, SK2120, 燃焼室内炭層　14C-1"
"09R0912","試料A　Aトレンチ7区純貝層,重量約10g"
"09R0913","試料B　Aトレンチ7区純貝層,重量約10g"
"09R0914","試料C　Aトレンチ7区純貝層,重量約3g"
"Beta-122529","№③　整理番号:10116　試料名:NagaraharaE　Ⅲ746　Ⅲ層　北1西1グリッド"
"Beta-122537","B水田面P-7"
"Beta-122538","Ｃ断面　No.63"
"Beta-123118","5区　焼土6"
"Beta-123119","6区　P143"
"Beta-123122","№1　SD15　№842"
"Beta-123123","№2　SI246　№1577　住居内床面"
"Beta-123124","№3　整地遺構1　№1970"
"Beta-123125","№4　奈良･平安時代遺構検出面　№2058"
"Beta-123126","№5　SI250　№2125"
"Beta-123127","№6　SI249　№2666"
"Beta-123128","№7　SI259　№3022"
"Beta-123129","№8　3PSK1　№3300"
"Beta-123130","№9　ピット群3P92　№.3313"
"Beta-123131","№10　2OSK8　№3398"
"Beta-123132","№11　-1OG粘土面　№3719"
"Beta-123398","試料名:№1　B区　堰加工木材№9"
"Beta-123399","試料名:№2　D区　柱状木材"
"Beta-123400","試料名:№3　A区　柱状木材"
"Beta-123401","試料名:№4　A区　加工木材"
"Beta-123402","試料名:№5　A区　下流の堰杭№7"
"Beta-123403","試料名:№6　A区　上流の堰杭№3"
"Beta-123404","試料名:№7　B区　堰杭№9"
"Beta-123500","7号住居跡"
"Beta-123501","10号溝A-A'セクション"
"Beta-123502","10号溝"
"Beta-123714","ボーリングCoreC3　標高2.53"
"Beta-123935","鉄滓中"
"Beta-124286","C3地区　SD4535　東側埋没樹根"
"Beta-124287","C3地区　SD4535　西側埋没樹根"
"Beta-124288","C4地区　SO3"
"Beta-124289","C4地区　SO4"
"Beta-124290","試料名:№1　木杭1"
"Beta-124291","試料名:№2　木杭2"
"Beta-124292","試料名:№3　木杭3"
"Beta-124547","試料名:OWK-2 Ⅱb区南壁第40層　"
"Beta-124548","試料名:OWK43-1　Ⅱa区南壁37層　"
"Beta-124569","斜面　石器出土層準"
"Beta-124744","№1　P48　柱痕部遺存木材"
"Beta-124975","ⅡB層　竪穴住居跡ⅡH-4"
"Beta-124976","ⅡB層　竪穴住居跡ⅡH-4"
"Beta-125080","C4地区　SD4535　東側埋没樹根"
"Beta-125151","焼土"
"Beta-125279","C区19号井戸"
"Beta-125380","層準:Ⅱa　3号集石"
"Beta-125385","SI-36"
"Beta-125386","SQN-13"
"Beta-125387","SN-23"
"Beta-125388","SR-37"
"Beta-125390","不明"
"Beta-125391","不明"
"Beta-125392","不明"
"Beta-125394","不明"
"Beta-125395","不明"
"Beta-125396","不明"
"Beta-125397","第41号住"
"Beta-125398","第38号住"
"Beta-125399","第10号住"
"Beta-125400","第8号住"
"Beta-125401","第301号井戸跡　最下層(Bm-T下層)"
"Beta-125402","第301号井戸跡　最下層(Bm-T下層)"
"Beta-125403","第12号竪穴住居跡床面"
"Beta-125404","第133号土坑　覆土"
"Beta-125405","不明"
"Beta-125406","ピット8　堆積土"
"Beta-125530","縄文時代住居HP4　覆土　グリッド2511, No.71012"
"Beta-125531","擦文時代住居HP2　カマド　グリッド1607, No.33570"
"Beta-125540","縄文81号住居跡　炉跡"
"Beta-125541","縄文12号住居跡　炉跡"
"Beta-125542","縄文15号住居跡　炉跡"
"Beta-125565","21J水場遺構　Ⅰ層　オニグルミ塚"
"Beta-125566","21J水場遺構　Ⅱ層　トチ塚"
"Beta-125567","21J水場遺構　Ⅰ層　オニグルミ塚"
"Beta-125610","箸墓W-3　SM-01最下層"
"Beta-125611","箸墓W-2　SX-01最下層"
"Beta-125612","箸墓　SX-01最下層"
"Beta-125613","箸墓　SM-01下層"
"Beta-125614","箸墓　SF-01A最下層"
"Beta-125615","纒向ハシリダ　3E土坑　腐植土混青灰色砂層"
"Beta-126109","7区ST822"
"Beta-126110","7区ST822　埋土"
"Beta-126111","7区ST1341　SK1998"
"Beta-126112","7区ST1505"
"Beta-126113","7区ST2759"
"Beta-126116","8区SK3239　上位"
"Beta-126117","8区SK3239　中位"
"Beta-126118","8区SK3239　下位"
"Beta-126119","8区SK3529"
"Beta-126120","8区SK3648"
"Beta-126124","3e層　12-17区、包含層サンプル"
"Beta-126125","3g層　12-17区、包含層サンプル"
"Beta-126126","6c層　12-09区、CW-1、包含層サンプル"
"Beta-126127","7c層　12-17区、CW-8、包含層サンプル"
"Beta-126128※ラボコード重複","8層　12-05区、炉址HE-1, 5層　21-35区　炉址HE-02"
"Beta-126129※ラボコード重複","8層　12-05区、炉址HE-2, 6層　20-34区　炭化物集中DB39"
"Beta-126130※ラボコード重複","8層　12-05区、炉址HE-5DC, 8層　21-36区　竪穴住居址HP09"
"Beta-126131","8層　12-05区、炉址HE-6"
"Beta-126132","8層　12-05区、炭化物集中DC-1"
"Beta-126134","D3地区　SD4906　東側埋没樹根"
"Beta-126135","SK481　下層"
"Beta-126136","SK481　上層"
"Beta-126137","№1　17号窯跡-1"
"Beta-126138","№2　17号窯跡-2"
"Beta-126139","№3　17号窯跡-3"
"Beta-126140","№4　17号窯跡-4"
"Beta-126141","№5　17号窯跡-5"
"Beta-126142","№6　17号窯跡-6"
"Beta-126160","Cb-1(2)　Ⅱa層, SHIRA-49"
"Beta-126161","Cb-1(2)　Ⅱa層, SHIRA-50"
"Beta-126185","H地区　HLP-207覆土, KS4A1"
"Beta-126186","H地区　HLP136覆土, KS4A2"
"Beta-126187","A地区　ALP-1覆土, KS4A3"
"Beta-126188","K地区　KLP-5覆土, KS4A4"
"Beta-126189","K地区　KLP-8覆土, KS4A5"
"Beta-126190","A地区　ALP-2覆土下層, KS4A6"
"Beta-126192","A地区　T-42　Ⅴ層, KS4A8"
"Beta-126193","A地区　W-43　Ⅲ-9層, KS4A9"
"Beta-126194","A地区　W-43　Ⅴ-1層, KS4A10"
"Beta-126203","A地区　G-45　Ⅲ層, KS4A19"
"Beta-126206","河道跡1堆積物（砂1）, (10380)KS4C1"
"Beta-126207","河道跡1堆積物（覆土1）, (10381)KS4C2"
"Beta-126208","河道跡2堆積物（覆土3）, (10382)KS4C3"
"Beta-126216","LH-23（竪穴住居跡）　床面, (10390)KS4C11"
"Beta-126217","P-1（フラスコ状ピット）　覆土中層, (10391)KS4C12"
"Beta-126218","P-11（フラスコ状ピット）　覆土２層, (10392)KS4C13"
"Beta-126219","P-32（墓壙）　遺体層直上, (10393)KS4C14"
"Beta-126221","4133（建物75の主柱穴）　覆土中, (10395)KS4C16"
"Beta-126232","土坑内堆積　P45底面（クマ形石製品、コハク）, (10406)TAKY-1"
"Beta-126233","Ⅲ層（黒色砂利層）中の竪穴住居　H-1覆土, (10407)TAK11-1"
"Beta-126234","P-27 底面, (10408)TAK32-1"
"Beta-126275","Ⅶ層上面　SK1055"
"Beta-126276","Ⅵ層上面　SK1080"
"Beta-126277","Ⅶ層上面　炭化物集中3"
"Beta-126278","Ⅸ層中部　SK1100"
"Beta-126279","Ⅻ-1層　SF4804"
"Beta-126280","ⅩⅤ-1層　包含層中"
"Beta-126281","ⅩⅤ-1層上面　包含層中"
"Beta-126708","SI02　新炉埋設土器"
"Beta-126709","SI03　新炉埋設土器"
"Beta-126710","SI05　新炉埋設土器"
"Beta-126711","SI10　炉石囲部"
"Beta-126714","SK28"
"Beta-126715","SK40"
"Beta-126716","SK41"
"Beta-126717","SK60"
"Beta-126718","試料名:№1　SB2030　№1"
"Beta-126719","試料名:№2　SB2030　№2　"
"Beta-126720","試料名:№3　SC2001　Ⅲ区①"
"Beta-126721","試料名:№4　SC2001④"
"Beta-126722","試料名:№5　SC2001⑤"
"Beta-126723","試料名:№6　SC2001⑥"
"Beta-126724","試料名:№7　SB2002　№1"
"Beta-126725","試料名:№8　SB2002　№2"
"Beta-126726","試料名:№9　SB2005　DA間畦"
"Beta-126727","試料名:№10　SB2005　CD間畦"
"Beta-126728","試料名:№11　SB2034　№1"
"Beta-126729","試料名:№12　SB2034　№2"
"Beta-126730","試料名:№13　SB2045⑨"
"Beta-126731","試料名:№14　SB2045⑳"
"Beta-126732","試料名:№15　SB2047　EH1"
"Beta-126733","試料名:№16　SB2062④"
"Beta-126734","試料名:№17　SB2062⑬"
"Beta-126735","試料名:№18　SB2044　№1"
"Beta-126736","試料名:№19　SR2001"
"Beta-126737","試料名:№20　SR2003"
"Beta-126752","不明"
"Beta-126753","不明"
"Beta-126754","不明"
"Beta-126770","D地点"
"Beta-126782","ⅡB区SE-1　埋土"
"Beta-126783","ⅡA区SR-1　20層"
"Beta-126784","ⅡA区SR-1　最下層"
"Beta-126785","ⅡA区SD-1　6a層"
"Beta-126786","ⅡA区SR-1　1層"
"Beta-126802","炉跡7試料名:№1"
"Beta-126803","炉跡10試料名:№2"
"Beta-126804","炉跡11試料名:№3"
"Beta-126805","炉跡13試料名:№4"
"Beta-127154","試料名:№21　SX2011　Ⅲ区№45"
"Beta-127155","試料名:№22　SX2011　Ⅲ区№65"
"Beta-127156","l12"
"Beta-127157","l17"
"Beta-127377","試料名:1　SK1"
"Beta-127586","15号炭窯"
"Beta-127603","VR-99-13 ⅢC-1層"
"Beta-127604","VR-99 ⅢC-2層"
"Beta-127649","11号住居跡　炉中"
"Beta-127653","SKI13　下層"
"Beta-127654","SK34焼土"
"Beta-127807","M2A区　SD9021 F8"
"Beta-128024","L-二・SD-1"
"Beta-128135","98-7区"
"Beta-128136","98-7区"
"Beta-128137","98-2区(a)"
"Beta-128138","98-2区(a)"
"Beta-128139","98-2区(b)"
"Beta-128140","98-2区(b)"
"Beta-128352","SN14 6a層"
"Beta-128353","SN1　8a層"
"Beta-128354","SN13　8層"
"Beta-128355","第45-2次調査中地区　試料名14C-1"
"Beta-128787","2号集石サンプル2"
"Beta-128788","13号土坑3層中"
"Beta-128823","TX59 東トレンチ　11層"
"Beta-128827","TX59 東トレンチ　流木"
"Beta-128830","H1号旧河道　又鍬"
"Beta-128831","H1号旧河道　木杭"
"Beta-128832","J1号陥穴状土坑　逆茂木"
"Beta-128833","J1号陥穴状土坑　逆茂木"
"Beta-128834","J1号陥穴状土坑　逆茂木"
"Beta-128835","J1号陥穴状土坑　逆茂木"
"Beta-128855","試料名:№5　2区5953-a,1075-SX(甕棺墓)"
"Beta-128856","試料名:№8　4層"
"Beta-128857","資料名:№1　炭窯跡"
"Beta-128858","試料名:№11号住居跡,床面直上"
"Beta-128859","6号土坑"
"Beta-128860","7号土坑"
"Beta-129376","1トレC　第5層上面から1.2ｍ下（第5-1層or第5-2層）"
"Beta-129377","1トレC　第5層上面から1.5ｍ下（第5-1層or第5-2層）"
"Beta-129378","1トレD　第5層上面から3ｍ下（第5-4層？）"
"Beta-129379","1Bトレンチ　217（建物）垂木？"
"Beta-129380","1998年調査区　第5-4層上部、土器出土地点"
"Beta-129381","1998年調査区　河道内"
"Beta-129382","1998年調査区　第4b面検出"
"Beta-129383","1997年度確認調査　上位の古土壌中"
"Beta-129734","57号土坑(3層)"
"Beta-129838","漆液容器"
"Beta-130479","3号土坑"
"Beta-131181","A1区西側　A017S遺構流路　覆土下層付近12層"
"Beta-131395","古墳周溝底部"
"Beta-131407","試料名:№1　建物98001,P4"
"Beta-131408","試料名:№2　建物98001,P5"
"Beta-131413","試料名:№1　南壁中央地点"
"Beta-131639","20K No,11"
"Beta-131640","20K No,13"
"Beta-131641","20K No,21"
"Beta-131642","SD23　上層"
"Beta-131643","SD23　22j-8"
"Beta-131644","SK30　21H-7S"
"Beta-131646","SX40 No.5"
"Beta-131647","SX40 No.20"
"Beta-131648","SX40　22G-10"
"Beta-131782","試料名:№11区土器包含層"
"Beta-131783","試料名:№21区土器包含層　"
"Beta-132096","SK02"
"Beta-132097","SK04"
"Beta-132098","SK07"
"Beta-132099","SK20"
"Beta-132100","SI29　炉直上"
"Beta-132101","SK50"
"Beta-132102","SK72"
"Beta-132103","SD91"
"Beta-132104","SD92"
"Beta-132105","SD93"
"Beta-132106","SK96"
"Beta-132107","SK99"
"Beta-132108","SK10"
"Beta-132109","SS11"
"Beta-132110","SD14"
"Beta-132111","SK15"
"Beta-132112","SX15"
"Beta-132113","SK17"
"Beta-132114","SK17"
"Beta-132115","SD19"
"Beta-132118","98-1区　270溝底　12面　試料番号11839"
"Beta-132119","98-1区　堰254（深部　）　11-1面　試料番号11840, 98-1区　杭254　堰深部　11-1面　試料番号11840"
"Beta-132120","98-1区　堰254（浅部）　11-1面　試料番号11841, 98-1区　杭254　堰深部　11-1面　試料番号11841"
"Beta-132121","98-1区　12面　試料番号11842"
"Beta-132122","98-1区　しがらみ　14-1層　試料番号11843"
"Beta-132123","97-2区　堰　11b面　試料番号11844"
"Beta-132124","97-2区　杭列（堰）　11-2b面　試料番号11845"
"Beta-132125","97-2区　杭列　11-2b面　試料番号11846"
"Beta-132126","97-2区　杭列　11-2b面　試料番号11847"
"Beta-132127","97-2区　11-2b面　試料番号11848"
"Beta-132128","97-2区　11-2b面　試料番号11849"
"Beta-132129","97-2区　杭列　11-2b面　試料番号11850"
"Beta-132130","97-2区　杭列　11-2b面　試料番号11851"
"Beta-132131","97-2区　杭列（堰）　12面　試料番号11852"
"Beta-132132","97-2区　杭列（堰）　12面　試料番号11853"
"Beta-132133","97-2区　18層　試料番号11854"
"Beta-132134","97-2区　18層　試料番号11855"
"Beta-132135","97-2区　14-1層　試料番号11856"
"Beta-132137","97-2区　3層　試料番号11858"
"Beta-132279","第9層「泥炭層」下層 No.NWT-PL下"
"Beta-132280","第9層「泥炭層」上層 No.NWT-PU上"
"Beta-132527","Bトレンチ柱穴内"
"Beta-132528","S-63号住-24"
"Beta-132529","S-63号住-25"
"Beta-132659","谷部No.1地点　145-1600cm"
"Beta-132918","第1号住居跡"
"Beta-132966","SB01"
"Beta-132967","SB01"
"Beta-132968","SB01"
"Beta-132969","SB01"
"Beta-133113","試料名:木杭14　, 木杭14"
"Beta-133212","6区SK-316"
"Beta-133524","遺構名:SC01　竪穴式住居　試料名:CW1　"
"Beta-133525","遺構名:SC02　竪穴式住居　試料名:土層1　"
"Beta-133526","遺構名:SC06　竪穴式住居　試料名:土層6"
"Beta-133527","遺構名:SB20　総柱建物(倉庫跡)　試料名:7A　"
"Beta-133528","遺構名:SC05　試料名:土層12　"
"Beta-133529","遺構名:SB21　総柱建物(倉庫跡)　試料名:5　"
"Beta-133530","谷部河道埋積層"
"Beta-134018","試料名:№1　第2地点　13層"
"Beta-134019","試料名:№2　第2地点　15層"
"Beta-134020","試料名:№1　第3次　貯蔵穴SP1"
"Beta-134021","試料名:№2　第15次　貯蔵穴SP16"
"Beta-134022","試料名:№3　竪穴住居状遺構1炉内"
"Beta-134266","試料番号:14　黒色粘質土層Ⅰ"
"Beta-134483","5号墳の石室埋土である3層"
"Beta-134484","古代と思われる焼土坑4の埋土である3層"
"Beta-134487","SW159"
"Beta-134488","SW195　床面　西側"
"Beta-134489","SW196　e区"
"Beta-134490","SW196　e区"
"Beta-134491","SW196　e区"
"Beta-134492","SW196　e区"
"Beta-134493","SW196　e区北　1.5m炭層"
"Beta-134494","SW196　d区東側3mトレンチ内のベルト"
"Beta-134495","SW203　埋土中"
"Beta-134496","SW207　床面"
"Beta-134497","SW210　南側床面"
"Beta-134498","SW210　南側床面"
"Beta-134499","SW210　北側床面"
"Beta-134500","SW224　床面"
"Beta-134517","J1号集石　土坑最下底部"
"beta-134977","H6M地点　木製円盤"
"beta-134978","H1号杭列　杭"
"beta-134979","断層No.11"
"Beta-135261","№④　整理番号:12293　試料名:N1W1G(1)　Ⅳ層　北1西1グリッド"
"Beta-135262","№⑤　整理番号:12294　試料名:N1W1G(4)　Ⅳ層　北2西1グリッド"
"Beta-135467","サンプル番号:14Cサンプル　J-5-⑥　Ⅷ-b層"
"Beta-135468","試料名:JK-5　Ⅷ-a層"
"Beta-135469","サンプル番号:14Cサンプル　J-5-⑤"
"Beta-135775","1Bトレンチ　296（水路）"
"Beta-135776","E地区　第6-2a面　738（炉）"
"Beta-135777","E地区　第5-3層上部、土器出土地点"
"Beta-136089","梵鐘遺構　"
"Beta-136174","4C区　自然流路跡 試料ID:KCM338　"
"Beta-136175","第3調査区　丸木舟"
"Beta-136312","第2基本土層(Ⅱ層)内"
"Beta-136313","第3基本土層(Ⅱ層)内"
"Beta-136314","南端部テラス状地形地山面"
"Beta-136315","SD01　覆土"
"Beta-136316","SX04　覆土"
"Beta-136317","SX05　覆土"
"Beta-136318","SX07　覆土"
"Beta-136319","SX15　覆土"
"Beta-136418","試料名:(12554)NK99V-4-2(Higashi76)　流木"
"Beta-136422","№1　SD2　"
"Beta-136441","試料名:№1　A区,K-16　中層〜下層"
"Beta-136442","試料名:№2　A区,K-16　土器溜"
"Beta-136443","試料名:№3　A区,K-16　最下層"
"Beta-136454","Ⅱ層　P-25-93, NIT-2"
"Beta-136470","試料名:№1　SC-25底面"
"Beta-136471","試料名:№4　D区､石組遺構"
"Beta-136472","試料名:№3　D区､Pit59"
"Beta-136473","試料名:№1　C区､SC-1"
"Beta-136474","試料名:№2　C区、SC-2"
"Beta-136475","試料名:№1　1号住居床直上"
"Beta-136476","試料名:№2　2号住居主柱穴(東)"
"Beta-136661","②地点　第Ⅴ層上"
"Beta-136662","②地点　第Ⅴ層下"
"Beta-136795","13E13-1グリッド　S1層"
"Beta-136796","13E13-3グリッド　S2層"
"Beta-136797","13E13-3グリッド　S3層"
"Beta-136798","13E13-3グリッド　S4a層"
"Beta-136802","ボーリング調査S-3地点"
"Beta-136803","ボーリング調査S-4地点"
"Beta-137214","SI20　炉石囲部内"
"Beta-137215","SI20　炉埋設土器内"
"Beta-137216","SK22　土器内"
"Beta-137217","SX26"
"Beta-137218","試料№:1　1号廃滓場6層"
"Beta-137219","試料№:2　1号廃滓場4層"
"Beta-137220","試料№:3　2号廃滓場5層"
"Beta-137221","試料№:4　3号廃滓場下層⑫"
"Beta-137223","試料№:6　3号炭窯床面"
"Beta-137224","試料№:7　製鉄炉盛土"
"Beta-137225","試料№:8　製鉄炉内"
"Beta-137226","試料№:9　再結合滓面"
"Beta-137227","試料№:10　製鉄炉盛土粉炭土"
"Beta-137228","13E13-3グリッド　Ⅶd層"
"Beta-137303","不明"
"Beta-137304","不明"
"Beta-137305","J-325-Pit09 確認面　柱穴"
"Beta-137306","K-323-Pit01 確認面　柱穴"
"Beta-137307","SE002　覆土　桶固定用台座"
"Beta-137308","SE003　覆土　木器(漆椀)"
"Beta-137309","SE003　桶固定用台座"
"Beta-137310","SE004　釣瓶"
"Beta-137311","第28号竪穴住居跡床面"
"Beta-137312","第27号竪穴住居跡床面"
"Beta-137313","第24号竪穴住居跡床面"
"Beta-137314","瓦窯第2層"
"Beta-137315","瓦窯第7層上面"
"Beta-137316","瓦窯第15層上面"
"Beta-137317","第17号竪穴住居跡覆土"
"Beta-137318","第17号竪穴住居跡床面"
"Beta-137319","第1号竪穴住居跡床面"
"Beta-137320","第7号竪穴住居跡床面"
"Beta-137321","第3号竪穴住居跡　床面"
"Beta-137322","第3号竪穴住居跡　床面"
"Beta-137323","第4号竪穴住居跡　床面"
"Beta-137324","第5号竪穴住居跡　床面"
"Beta-137325","第6号竪穴住居跡　第1層"
"Beta-137326","第9号竪穴住居跡　床面"
"Beta-137327","第1号竪穴住居跡　床面"
"Beta-137328","第14号竪穴住居跡　床面"
"Beta-137329","第66号土坑　堆積土"
"Beta-137330","第99号土坑　底面"
"Beta-137331","第117号土坑　底面"
"Beta-137332","SI-6"
"Beta-137333","SI-16"
"Beta-137334","SI-19"
"Beta-137335","5土"
"Beta-137336","5土"
"Beta-137337","29土"
"Beta-137338","第3号土坑"
"Beta-137339","第7号土坑"
"Beta-137340","SD-119"
"Beta-137341","第6号竪穴住居跡"
"Beta-137342","第7号竪穴住居跡"
"Beta-137343","第7号竪穴住居跡"
"Beta-137443","河24, 3N-10グリッド砂層中"
"Beta-137491","古代2号土坑(SK1103)"
"Beta-137492","縄文時代晩期土坑(SK1109)"
"Beta-137523","SK03"
"Beta-137524","SK08"
"Beta-137525","SK14"
"Beta-137526","SK15"
"Beta-137527","SI16-P6"
"Beta-137528","SK17"
"Beta-137529","SK21"
"Beta-137530","SI22(南西部床面)"
"Beta-137531","SI22(南側ピット内)"
"Beta-137532","SI23(炉埋設土器内)"
"Beta-137533","SI26(埋設土器内)"
"Beta-137660","C4p138　底面直上埋土"
"Beta-137661","C4p211　柱痕土(埋土2層)"
"Beta-137662","C4p136　柱痕土(埋土1層)"
"Beta-137663","住居跡D2J1　炉(2)焼土直上"
"Beta-137664","住居状C4J4　炭化物層(埋土5層)"
"Beta-137665","2号住居跡　覆土下位"
"Beta-137666","3号住居跡　覆土下位"
"Beta-137667","p97住居跡1号　床面直上"
"Beta-137670","SI99"
"Beta-137671","SI99"
"Beta-137672","SI99"
"Beta-137673","SI148"
"Beta-137674","SI148"
"Beta-137675","SI148"
"Beta-137676","SI148"
"Beta-137677","SN86"
"Beta-137678","SN104"
"Beta-137679","SK59"
"Beta-137680","SK87"
"Beta-137681","SI108"
"Beta-137682","3号木道　杭3"
"Beta-137683","1号木道"
"Beta-137684","2号木道"
"Beta-137689","試料名:№1　5号住居跡"
"Beta-137690","試料名:№2　5号住居跡"
"Beta-137691","試料名:№3　5号住居跡"
"Beta-137692","試料名:№4　5号住居跡"
"Beta-137693","試料名:№1　SA01(住居跡)"
"Beta-137704？","試料名:№1　5区C305焼失竪穴住居跡"
"Beta-137718","試料名:№2　2号土坑"
"Beta-137719","試料名:№1　西原遺跡内壕"
"Beta-137720","SK03"
"Beta-138095","LH-25（竪穴住居跡）　床面直上, (13269)KS4C17"
"Beta-138096","P-45（建物52の主柱穴）　壙底, (13270)KS4C18"
"Beta-138097","P-85（用途不明の土坑）　焼土, (13271)KS4C19"
"Beta-138098","P-89（用途不明の土坑）　覆土, (13272)KS4C20"
"Beta-138099","P-113（建物10の主柱穴）　覆土５, (13273)KS4C21"
"Beta-138100","P-243（建物54の主柱穴）　覆土, (13274)KS4C22"
"Beta-138108","RLH2-C1　竪穴住居跡内の炭化物集中域, KS4R1"
"Beta-138113","H-13竪穴住居址カマド煙道, (13287)YC15-12"
"Beta-138114","H-14竪穴住居址火災焼土, (13288)YC15-13"
"Beta-138115","H-31竪穴住居址焼土, (13289)YC15-14"
"Beta-138116","H-36竪穴住居址内焼土, (13290)YC15-15"
"Beta-138117","AP-3土坑　土坑墓, (13291)YC15-16"
"Beta-138118","AP-2土坑　土坑墓, (13292)YC15-17"
"Beta-138119","AP-1土坑　土坑墓坑底, (13293)YC15-18"
"Beta-138134","Ⅱ-1層　焼土F-50, (13308)TK2-1"
"Beta-138135","Ⅱ-2-上層　81-147-a, (13309)TK2-2"
"Beta-138136","Ⅱ-2-上層　67-158-ｄ, (13310)TK2-3"
"Beta-138137","Ⅱ-2-中(1)層　焼土F-154, (13311)TK2-4"
"Beta-138138","Ⅱ-2-中(1)層　焼土F-58, (13312)TK2-5"
"Beta-138139","Ⅱ-2-中(2)層　焼土F-70, (13313)TK2-6"
"Beta-138140","Ⅱ-2-中(2)層　67-158-d, (13314)TK2-7"
"Beta-138141","Ⅱ-2-中(3)層　焼土F-33, (13315)TK2-8"
"Beta-138142","Ⅱ-2-中(3)層　67-158-ｃ, (13316)TK2-9"
"Beta-138143","Ⅱ-2-中(4)層　焼土F-120, (13317)TK2-10"
"Beta-138144","Ⅱ-2-中(4)層　67-158-d, (13318)TK2-11"
"Beta-138145","Ⅱ-2-中(6)層　焼土F-38, (13319)TK2-12"
"Beta-138146","Ⅱ-2-中(5)層　71-158-d, (13320)TK2-13"
"Beta-138147","Ⅱ-2-下層　71-158-d, (13321)TK2-14"
"Beta-138148","Ⅱ-3層　66-158-d, (13322)TK2-15"
"Beta-138150","Ⅱ-1層　TK2-17：土器集中1, (13324)TK2-17"
"Beta-138153","Ⅱ-1層　TK2-20：土器集中4, (13327)TK2-20"
"Beta-138154","Ⅳ層, ICU-1"
"Beta-138155","流路１　上面, ICU-2"
"Beta-138156","流路１　上面, ICU-3"
"Beta-138157","流路１　上面, ICU-4"
"Beta-138163","Ⅱ層　F-25　遺物番号9, HIGA-5"
"Beta-138173","2～3a層、竪穴住居址2HP01カマド　, C424-1"
"Beta-138174","2～3a層、竪穴住居址2HP02カマド, C424-2"
"Beta-138175","2～3a層　竪穴住居址2HP03HE01, C424-3"
"Beta-138176","2～3a層　竪穴住居址2HP03HE03, C424-4"
"Beta-138177","2～3a層、竪穴住居址2HP03カマド, C424-5"
"Beta-138178","2～3a層、竪穴住居址2HP04カマド, C424-6"
"Beta-138179","7層　04-04区、埋没河川覆土, C424-7"
"Beta-138180","5a層　40-07区　竪穴住居址HP51-CW49, K39N18-02"
"Beta-138181","5a層　34-07区　包含層サンプル　遺構No.388, K39N18-03"
"Beta-138182","5a層　34-07区　炉址5HE08, K39N18-04"
"Beta-138183","5c層　37-07区　竪穴住居址HP48-CW14, K39N18-06"
"Beta-138184","5c層　35-06区　埋没河川内　遺構No.085, K39N18-07"
"Beta-138185","5c層　35-06区　埋没河川内, K39N18-08"
"Beta-138186","6a層　15-08区　竪穴住居址HP01-CW18, K39N18-10"
"Beta-138187","6a層　46-06区　埋没河川内　遺構No.47, K39N18-11"
"Beta-138188","6g層　44-08区　竪穴住居址HP15-CW17, K39N18-13"
